"#Features","AIC(Validation)","Adjusted R2(Validation)","BIC(Validation)","Features","MAE(Train)","MAE(Validation)","MAPE(Validation)","R2(Train)","R2(Validation)","RMSE(Train)","RMSE(Validation)","StandardError(Validation)","Target","Algorithm"
21,78.1244372496766,0.317241451181369,175.780297270012,"[ 0  1  2  3  5  6  7  8  9 10 11 13 14 16 18 19 20 21 22 23 24]",0.820304625915281,0.911168456708248,28.2394456312446,0.467108342105691,0.33581389875286,1.01525520374715,1.12393299621042,0.0446479482065259,"ATT","Random Forest"
15,37.3146326005693,0.449593415958198,107.068818329381,"[ 0  1  2  4  5  6  7 10 11 12 14 15 16 22 24]",0.794507868130751,0.866635537077559,24.6675238354134,0.558041844129321,0.460287844404606,1.00125359982043,1.09318096930169,0.0924250457161374,"PQ","Random Forest"
18,40.0015289282999,0.352951119479516,123.706551802874,"[ 0  1  3  5  6  9 10 11 12 13 14 15 17 18 21 22 23 24]",0.77877058252831,0.879808213274808,25.9870969290452,0.480474010979425,0.368037751408751,1.00246034769656,1.09556782279861,0.079675931194794,"ATT","SVM"
17,-73.6942258085507,0.476070504181856,5.36051801743551,"[ 0  1  2  3  5  7 10 11 12 13 14 15 17 18 21 22 23]",0.742180793116454,0.849522162852644,22.9273903485806,0.618438868811216,0.487607811732256,0.930345869817171,1.06558800275078,0.0712227821148978,"PQ","SVM"
14,206.863956550043,0.287079746112311,271.967863230267,"[ 0  1  2  3  4  6  7 10 11 13 15 16 22 24]",0.902676730303757,0.930323049783485,30.1753064035662,0.353478628534213,0.300008351752762,1.11828942269977,1.14928949434588,0.0953096343149346,"ATT","Linear regression"
13,210.1703745894,0.397968975085935,270.624002221037,"[ 0  1  2  4  6  7  9 10 11 16 17 21 24]",0.898980952121159,0.91476582642632,27.6721352565694,0.440533754118575,0.40810680322568,1.12653599986991,1.14466515694501,0.0781384131443269,"PQ","Linear regression"
10,390.726664271294,0.137718066518179,437.229454757168,"[ 0  1  2  7  8 10 13 16 19 22]",1.03856404863146,1.04380416233275,36.2488008555975,0.165241501259758,0.148887521615093,1.27073428241561,1.27676919411621,0.039013826094856,"ATT","Lasso Regression"
11,391.306759612382,0.265151572659132,442.459829146844,"[ 0  1  8  9 13 14 15 16 18 20 24]",1.05868578338189,1.06322672368492,33.6759397781178,0.289518860411666,0.275622210872538,1.2695354477346,1.27537596137786,0.0288392797168088,"PQ","Lasso Regression"
10,328.257307351089,0.202029010858239,374.760097836963,"[ 0  1  2  5  6  7 11 12 13 23]",0.995869035097298,1.00147230737511,34.3426506034885,0.230180001998902,0.212365422634686,1.22028769975287,1.22741190420692,0.0531731338092027,"ATT","Elastic Net"
13,337.012524076708,0.31373858021891,397.466151708345,"[ 0  1  3  6  7  8  9 14 15 16 21 22 23]",1.01127895684898,1.01770300213455,32.0738142816812,0.341245593121623,0.325294795836985,1.22245483656097,1.22930004332721,0.0336986162814206,"PQ","Elastic Net"
22,NA,0.490631367950014,NA,"PC1,PC2,PC4,PC5,PC6,PC7,PC8,PC10,PC11,PC12,PC13,PC14,PC17,PC18,PC19,PC21,PC22,PC23,PC24,PC26,PC27,PC28",0.841950427130951,0.841950427130951,21.0578034603463,0.505147054355584,0.505147054355584,1.06336482809108,1.06336482809108,0.0843356061496504,"PQ","MARS"
21,NA,0.345171123208232,NA,"PC1,PC2,PC3,PC5,PC7,PC8,PC9,PC11,PC12,PC15,PC17,PC18,PC19,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28",0.904073089535705,0.904073089535705,23.7993054970859,0.362983825815262,0.362983825815262,1.11354732717411,1.11354732717411,0.0765233776727901,"ATT","MARS"
